"id","condition","rcheck.symbolic1","rcheck.symbolic2","mcheck1","mcheck2","Q23_1","Q23_2","Q23_3","Q23_4","Q23_5","Q23_6","Q23_7","Q23_8","Q23_9","Q23_10","Q23_11","Q23_12","Q23_13","phs.anger1","phs.contempt1","phs.disgust1","phs.anger4","phs.anger2","phs.contempt2","phs.disgust2","phs.contempt4","phs.attcheck","phs.anger3","phs.contempt3","phs.disgust3","phs.disgust4","ths.int1","ths.pss1","ths.com1","ths.int2","ths.pss2","ths.com2","ths.int3","ths.pss3","ths.com3","ths.int4","ths.pss4","ths.com4","ths.int5","ths.pss5","ths.com5","ths.attcheck","ths.int6","ths.pss6","ths.com6","ths.int7","ths.pss7","ths.com7","ths.int8","ths.pss8","ths.com8","ths.int9","ths.pss9","ths.com9","ths.int10","ths.com10","hate_item","voodoo1","voodoo2","voodoo3","voodoo4","voodoo5","voodoo6","voodoo7","voodoo8","voodoo9","voodoo10","voodoo1 - 0&1","voodoo2 - 0&1","voodoo3 - 0&1","voodoo4 - 0&1","voodoo5 - 0&1","voodoo6 - 0&1","voodoo7 - 0&1","voodoo8 - 0&1","voodoo9 - 0&1","voodoo10 - 0&1","tangram.check","tangram.videocheck","tangram.easy.1","tangram.easy.2","tangram.easy.3","tangram.easy.4","tangram.easy.5","tangram.easy.6","tangram.easy.7","tangram.easy.8","tangram.easy.9","tangram.easy.10","tanrgam.medium.1","tanrgam.medium.2","tanrgam.medium.3","tanrgam.medium.4","tanrgam.medium.5","tanrgam.medium.6","tanrgam.medium.7","tanrgam.medium.8","tanrgam.medium.9","tanrgam.medium.10","tanrgam.hard.1","tanrgam.hard.2","tanrgam.hard.3","tanrgam.hard.4","tanrgam.hard.5","tanrgam.hard.6","tanrgam.hard.7","tanrgam.hard.8","tanrgam.hard.9","tanrgam.hard.10","tangram.easy.1 - 0&1","tangram.easy.2 - 0&1","tangram.easy.3 - 0&1","tangram.easy.4 - 0&1","tangram.easy.5 - 0&1","tangram.easy.6 - 0&1","tangram.easy.7 - 0&1","tangram.easy.8 - 0&1","tangram.easy.9 - 0&1","tangram.easy.10 - 0&1","tanrgam.medium.1 - 0&1","tanrgam.medium.2 - 0&1","tanrgam.medium.3 - 0&1","tanrgam.medium.4 - 0&1","tanrgam.medium.5 - 0&1","tanrgam.medium.6 - 0&1","tanrgam.medium.7 - 0&1","tanrgam.medium.8 - 0&1","tanrgam.medium.9 - 0&1","tanrgam.medium.10 - 0&1","tanrgam.hard.1 - 0&1","tanrgam.hard.2 - 0&1","tanrgam.hard.3 - 0&1","tanrgam.hard.4 - 0&1","tanrgam.hard.5 - 0&1","tanrgam.hard.6 - 0&1","tanrgam.hard.7 - 0&1","tanrgam.hard.8 - 0&1","tanrgam.hard.9 - 0&1","tanrgam.hard.10 - 0&1","rcheck.realistic1","rcheck.realistic2","rcheck.control1","rcheck.control2","sex","age","education","ocupation","religiosity","political.orientation","political.orientation.prog","political.orientation.econ","political.orientation.soc","political.orientation.safe","truthfulness"
269,"realistic",,,1,1,24,24,24,30,24,24,24,26,24,24,24,24,27,1,1,1,6,1,1,1,4,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,2,37.0,3,1,-1.0,-0.9,-0.8,-0.9,-0.9,-0.85,5
270,"symbolic",1,1,1,1,29,26,27,29,29,29,26,29,24,29,26,27,29,2,4,5,2,2,2,4,2,1,2,4,5,2,5,2,4,4,2,4,4,2,4,2,4,2,2,2,4,1,5,2,4,2,2,4,2,2,4,6,2,5,2,6,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,62.0,3,7,-0.26,0.28,0.29,0.34,0.34,0.32,5
271,"symbolic",1,1,2,4,24,24,24,26,24,24,29,26,24,24,29,29,26,1,1,1,4,1,1,2,4,1,1,2,2,4,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,5,1,2,1,1,1,1,3,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,20.0,3,7,-1.0,-0.79,-0.77,-0.79,-0.76,-0.73,5
272,"control",,,1,1,24,24,24,27,24,24,24,26,24,24,24,24,28,1,1,1,5,1,1,1,4,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,2,20.0,3,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
273,"realistic",,,6,1,24,24,24,26,24,24,24,26,24,24,24,24,26,1,1,1,4,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,1,,,,1,1,,1,,1,,1,,1,,1,,,1,,,,1,,,,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,,,1,24.0,4,1,-1.0,0.0,0.0,0.0,0.0,0.0,5
274,"control",,,1,1,24,24,24,30,24,24,24,26,24,24,24,24,26,1,1,1,6,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,1,,1,,,1,,1,,,,,1,,1,,1,,,1,1,,,,,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,,,1,1,1,60.0,3,4,-1.0,0.0,0.0,0.0,0.01,0.0,5
275,"symbolic",1,1,3,2,29,29,29,27,25,25,25,26,24,29,29,29,29,2,2,2,5,3,3,3,4,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,3,3,3,3,3,3,3,2,2,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,49.0,4,1,-1.0,-0.12,-0.64,0.62,-0.39,0.17,5
276,"symbolic",1,1,1,1,24,24,24,27,24,24,24,27,24,24,24,24,27,1,1,1,5,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,1,41.0,2,1,-0.25,-0.58,-0.77,0.0,-1.0,0.0,5
277,"symbolic",1,1,1,3,24,24,29,27,24,24,26,26,24,24,29,29,26,1,1,2,5,1,1,4,4,1,1,2,2,4,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,2,2,1,3,2,1,2,1,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,3,31.0,4,7,-0.33,-0.97,-1.0,-0.99,-0.94,-0.99,5
278,"control",,,2,2,24,24,24,26,24,24,24,26,24,24,24,24,26,1,1,1,4,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,1,2,61.0,5,2,-1.0,-0.51,-0.62,-0.59,-0.58,0.0,5
279,"control",,,3,3,24,26,26,26,29,24,25,26,24,24,24,24,26,1,4,4,4,2,1,3,4,1,1,1,1,4,2,1,1,3,2,3,3,3,2,2,1,1,1,1,1,1,1,1,3,2,1,1,4,1,1,1,1,4,2,4,2,178.0,102.0,46.0,229.0,115.0,165.0,144.0,143.0,,,1,1,1,1,1,1,1,1,0,0,1,1,,,,,,1,,,,,,1,,,,,,,1,1,1,,,1,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,,,1,1,1,39.0,3,2,0.81,0.86,1.0,0.99,1.0,0.71,5
280,"symbolic",1,1,4,5,24,24,26,26,24,24,26,24,24,24,24,24,29,1,1,4,4,1,1,4,1,1,1,1,1,2,1,1,2,4,2,2,4,2,4,2,1,4,1,1,3,1,4,1,2,2,2,4,4,4,2,6,2,2,2,4,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,1,,,,,1,1,,1,,1,,,1,1,,,1,,,1,,,1,,1,,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,,,,,2,74.0,4,2,0.69,-0.67,-0.55,-0.68,-0.72,-0.72,5
281,"symbolic",1,1,1,1,24,24,24,28,24,24,24,26,24,24,24,24,28,1,1,1,7,1,1,1,4,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,50.0,4,1,-1.0,-0.85,-0.73,-0.34,-1.0,-1.0,5
282,"realistic",,,2,1,24,24,24,26,24,24,24,26,24,24,24,24,26,1,1,1,4,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,2,61.0,4,1,-1.0,-0.88,-0.93,-0.82,-0.97,-0.98,5
283,"realistic",,,6,5,25,27,30,25,29,27,26,29,24,25,26,27,29,3,5,6,3,2,5,4,2,1,3,4,5,2,4,5,5,5,6,5,5,6,5,5,5,6,5,4,5,1,3,5,5,5,6,5,5,3,5,6,5,6,5,6,4,127.0,158.0,189.0,,,,,,,,1,1,1,0,0,0,0,0,0,0,1,2,,,,1,,,,,,,1,1,1,1,1,,,,,,,1,1,1,1,1,,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,,,2,47.0,4,1,0.3,0.27,0.55,0.68,0.68,0.57,5
284,"realistic",,,1,1,24,24,24,27,24,24,24,26,24,24,24,24,26,1,1,1,5,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,2,22.0,3,10,-1.0,-0.54,-0.85,-0.69,-0.77,-0.88,5
285,"control",,,1,1,29,24,29,26,29,24,25,26,24,24,29,24,26,2,1,2,4,2,1,3,4,1,1,2,1,4,2,1,2,4,2,1,1,1,1,2,1,1,1,2,1,1,1,3,2,1,1,1,4,2,1,3,1,2,1,2,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,,1,,1,,1,,1,,1,1,,,,1,1,,,,,,,,,,,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,1,1,1,52.0,3,2,-0.79,0.92,0.84,0.62,0.87,0.75,5
286,"symbolic",1,1,1,1,24,24,24,30,24,24,24,26,24,24,24,24,30,1,1,1,6,1,1,1,4,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.0,232.0,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,32.0,3,4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
287,"control",,,2,1,24,24,24,30,24,24,24,30,24,24,24,24,30,1,1,1,6,1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,1,1,35.0,5,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
288,"control",,,2,2,24,24,24,26,24,24,24,26,24,29,29,29,26,1,1,1,4,1,1,1,4,1,2,2,2,4,1,1,1,2,2,1,1,1,1,3,2,1,3,1,1,1,1,1,2,2,2,1,3,1,1,1,1,1,1,3,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,2,65.0,4,7,0.61,0.75,0.85,0.73,0.66,0.77,5
289,"control",,,3,1,30,24,24,30,24,24,24,26,24,29,29,24,27,6,1,1,6,1,1,1,4,1,2,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,36.0,5,1,0.86,0.13,0.11,0.1,-0.11,0.22,5
290,"symbolic",1,1,5,5,29,29,26,25,29,25,26,26,24,29,25,26,25,2,2,4,3,2,3,4,4,1,2,3,4,3,4,3,4,4,3,4,5,4,4,3,4,3,3,2,3,1,3,4,6,3,5,3,4,2,2,5,3,3,3,3,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,55.0,3,7,0.77,0.49,0.44,0.46,0.16,-0.13,5
291,"symbolic",1,1,1,1,24,24,24,26,24,24,24,26,24,24,24,24,26,1,1,1,4,1,1,1,4,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,59.0,4,7,0.76,0.64,0.68,0.71,0.76,1.0,5
292,"symbolic",1,1,2,2,24,27,28,29,26,26,30,24,24,24,25,30,24,1,5,7,2,4,4,6,1,1,1,3,6,1,5,1,4,5,1,3,4,2,5,3,2,4,3,1,5,1,6,1,4,3,1,4,5,1,5,5,2,2,5,4,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,1,41.0,5,11,-1.0,-0.5,-0.5,-0.5,-0.5,-0.45,5
293,"realistic",,,1,1,24,24,24,30,24,24,24,30,24,24,24,24,30,1,1,1,6,1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,2,55.0,4,2,-0.98,-1.0,-1.0,-1.0,-1.0,-1.0,5
294,"control",,,4,4,24,24,24,26,24,24,24,26,24,24,24,24,26,1,1,1,4,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,2,63.0,4,1,0.94,0.69,0.87,0.55,0.97,0.28,5
295,"control",,,7,5,29,25,30,25,24,27,26,25,24,30,27,27,24,2,3,6,3,1,5,4,3,1,6,5,5,1,6,7,6,5,6,3,5,6,4,3,5,3,5,5,3,1,5,6,6,6,6,3,5,5,5,7,6,6,5,5,4,176.0,118.0,69.0,207.0,,,,,,,1,1,1,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,1,1,1,,,,,,,,1,1,1,1,1,1,1,,,,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,,,1,1,2,36.0,5,1,0.28,0.91,0.98,0.88,0.5,0.96,5
296,"symbolic",1,1,1,4,24,24,26,28,24,24,24,26,24,24,24,24,26,1,1,4,7,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,62.0,4,1,-0.99,-0.66,-0.28,0.0,-0.68,-0.08,5
297,"symbolic",1,1,1,1,29,29,29,30,29,29,29,30,24,24,24,24,30,2,2,2,6,2,2,2,6,1,1,1,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,215.0,262.0,62.0,34.0,,,,,,,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,2,35.0,4,1,1.0,1.0,1.0,1.0,1.0,1.0,5
298,"symbolic",1,1,3,1,24,24,24,26,24,24,24,26,24,24,24,24,26,1,1,1,4,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30.0,37.0,45.0,55.0,65.0,219.0,229.0,239.0,247.0,255.0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,1,,,,,1,1,,1,1,1,1,,,,,1,,,1,1,1,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,,,,,2,36.0,3,4,-1.0,0.0,0.0,0.0,0.0,0.0,5
299,"control",,,3,2,25,26,26,25,26,26,27,26,24,25,26,26,25,3,4,4,3,4,4,5,4,1,3,4,4,3,2,3,5,4,3,3,4,4,4,4,3,4,4,4,5,1,4,3,4,4,3,3,4,4,4,4,3,4,4,5,4,151.0,188.0,105.0,133.0,107.0,181.0,,,,,1,1,1,1,1,1,0,0,0,0,1,1,,1,,,1,,,,,1,,1,,,1,1,,,,1,1,,1,,,,1,,1,,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,,,1,1,1,79.0,3,2,0.48,0.13,-0.26,-0.23,-0.27,-0.36,5
300,"symbolic",1,1,1,1,24,24,24,27,24,24,24,27,24,24,24,24,27,1,1,1,5,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,53.0,4,1,0.3,0.0,-0.15,-0.22,0.0,-0.39,5
301,"symbolic",1,1,2,3,24,24,29,27,24,29,24,25,24,24,24,24,25,1,1,2,5,1,2,1,3,1,1,1,1,3,2,1,2,2,2,2,3,2,2,2,2,2,2,1,2,1,1,1,4,2,2,1,2,1,1,5,1,2,2,2,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,,1,1,1,,1,,,1,,1,1,1,,,,,,,,,,1,,,,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,2,31.0,5,1,0.9,0.3,0.3,0.5,0.2,0.3,5
302,"symbolic",1,1,3,2,29,29,29,25,24,24,26,29,24,24,26,29,29,2,2,2,3,1,1,4,2,1,1,4,2,2,2,2,2,4,2,2,4,2,2,4,2,2,4,5,4,1,4,2,4,5,2,2,4,4,2,4,3,3,4,3,4,141.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,,,1,1,1,,,,1,1,1,1,,1,,1,1,1,,,,,,,,,,,,,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,44.0,4,4,-1.0,-0.76,-0.78,-0.72,-0.8,-0.64,5
303,"realistic",,,5,5,29,29,29,29,29,29,29,26,24,29,29,29,27,2,2,2,2,2,2,2,4,1,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,1,1,,,,,,1,,,1,,,,,,1,,,1,,1,,,,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,,,2,48.0,3,1,-1.0,0.91,0.89,0.88,0.95,0.92,5
304,"realistic",,,5,3,29,25,27,27,29,29,29,26,24,29,25,26,27,2,3,5,5,2,2,2,4,1,2,3,4,5,2,2,2,5,3,4,3,3,2,2,2,2,5,3,4,1,4,3,3,3,2,3,4,2,3,3,3,2,3,4,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,1,,1,,,1,,,,1,,1,,1,,,1,1,,,1,,,,1,,,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,,,1,45.0,5,2,0.76,0.02,0.12,-0.06,0.04,-0.12,5
305,"realistic",,,1,1,24,24,27,25,24,26,26,25,24,24,26,26,24,1,1,5,3,1,4,4,3,1,1,4,4,1,4,5,4,6,1,4,6,4,4,3,4,4,5,1,1,1,4,1,5,4,4,1,4,1,4,3,2,4,4,4,1,42.0,233.0,167.0,99.0,,,,,,,1,1,1,1,0,0,0,0,0,0,1,1,,,1,,,,,,1,,,1,1,,1,,1,1,,,1,,,1,1,,,,,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,,,2,50.0,3,2,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,5
306,"symbolic",1,1,2,1,24,24,24,30,24,24,24,30,24,24,24,24,27,1,1,1,6,1,1,1,6,1,1,1,1,5,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,1,1,2,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,42.0,3,1,0.41,-0.81,-0.87,-0.82,-0.89,-0.87,5
307,"symbolic",1,1,1,5,24,29,25,26,24,29,25,26,24,29,29,25,26,1,2,3,4,1,2,3,4,1,2,2,3,4,4,2,4,4,4,4,3,3,3,3,5,4,3,2,2,1,4,2,3,3,2,2,3,2,2,4,2,2,2,2,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,55.0,4,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5
308,"control",,,5,5,29,29,29,29,29,29,26,26,24,24,24,24,26,2,2,2,2,2,2,4,4,1,1,1,1,4,4,2,4,4,4,2,3,3,2,4,2,3,5,2,2,1,4,2,2,6,2,2,4,2,2,5,4,3,2,2,2,143.0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,,,1,1,,,,,,,1,1,1,1,,,,,,,1,1,1,1,1,,,,,,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,,,1,1,1,43.0,4,1,-0.66,0.64,0.68,0.8,0.7,0.66,5
